"variable","row","col","stdres"
"age_year_3groups","lombok","1-2",-1.54332440356421
"age_year_3groups","sumbawa","1-2",1.54332440356421
"age_year_3groups","lombok","3-5",6.56326101979452
"age_year_3groups","sumbawa","3-5",-6.56326101979453
"breastFeed_compiled","lombok","currently breastfeed",-5.11342282019931
"breastFeed_compiled","sumbawa","currently breastfeed",5.11342282019931
"breastFeed_compiled","lombok","ever breastfeed",5.7835694355431
"breastFeed_compiled","sumbawa","ever breastfeed",-5.7835694355431
"breastFeed_compiled","lombok","never breastfeed",-1.82776894721658
"breastFeed_compiled","sumbawa","never breastfeed",1.82776894721658
"house_roof_regroup","lombok","asbes",-3.51446459489133
"house_roof_regroup","sumbawa","asbes",3.51446459489133
"house_roof_regroup","lombok","genteng",2.41706527084099
"house_roof_regroup","sumbawa","genteng",-2.41706527084099
"house_roof_regroup","lombok","others",1.59678989408078
"house_roof_regroup","sumbawa","others",-1.59678989408078
"house_roof_regroup","lombok","seng",2.11829603278682
"house_roof_regroup","sumbawa","seng",-2.11829603278682
"house_roof_regroup","lombok","spandek",-3.25740892074183
"house_roof_regroup","sumbawa","spandek",3.25740892074183
"house_building_regroup","lombok","bambu/triplek",-8.33551036421205
"house_building_regroup","sumbawa","bambu/triplek",8.33551036421205
"house_building_regroup","lombok","batako",6.94633665708215
"house_building_regroup","sumbawa","batako",-6.94633665708215
"house_building_regroup","lombok","batu bata",1.27480778955252
"house_building_regroup","sumbawa","batu bata",-1.27480778955252
"house_window_regroup","lombok","bambu/kayu/terbuka",-7.97783592102625
"house_window_regroup","sumbawa","bambu/kayu/terbuka",7.97783592102625
"house_window_regroup","lombok","kaca/tirai",7.97783592102625
"house_window_regroup","sumbawa","kaca/tirai",-7.97783592102625
"nTotal_people_regroup","lombok",">6 (high)",-3.67368852946014
"nTotal_people_regroup","sumbawa",">6 (high)",3.67368852946014
"nTotal_people_regroup","lombok","1-3 (low)",3.68400356471889
"nTotal_people_regroup","sumbawa","1-3 (low)",-3.68400356471889
"nTotal_people_regroup","lombok","4-6 (moderate)",-2.38081686192605
"nTotal_people_regroup","sumbawa","4-6 (moderate)",2.38081686192605
"nTotal_child_5yo_andBelow_regroup","lombok","0",2.85486743105394
"nTotal_child_5yo_andBelow_regroup","sumbawa","0",-2.85486743105394
"nTotal_child_5yo_andBelow_regroup","lombok","1-4",-2.85486743105394
"nTotal_child_5yo_andBelow_regroup","sumbawa","1-4",2.85486743105394
"nTotal_child_5yo_andBelow_sleep_regroup","lombok","0",4.14292488298555
"nTotal_child_5yo_andBelow_sleep_regroup","sumbawa","0",-4.14292488298555
"nTotal_child_5yo_andBelow_sleep_regroup","lombok","1-3",-4.14292488298555
"nTotal_child_5yo_andBelow_sleep_regroup","sumbawa","1-3",4.14292488298555
"illness_past3days_fever_regroup","lombok","no",0.351845354178914
"illness_past3days_fever_regroup","sumbawa","no",-0.351845354178914
"illness_past3days_fever_regroup","lombok","yes",-0.351845354178917
"illness_past3days_fever_regroup","sumbawa","yes",0.351845354178917
"illness_past3days_fever_nDays_regroup","lombok","0",0.613007831083948
"illness_past3days_fever_nDays_regroup","sumbawa","0",-0.613007831083948
"illness_past3days_fever_nDays_regroup","lombok","1",0.836910485778849
"illness_past3days_fever_nDays_regroup","sumbawa","1",-0.836910485778849
"illness_past3days_fever_nDays_regroup","lombok","2",-0.212200595917577
"illness_past3days_fever_nDays_regroup","sumbawa","2",0.212200595917577
"illness_past3days_fever_nDays_regroup","lombok","3",-0.645627794907396
"illness_past3days_fever_nDays_regroup","sumbawa","3",0.645627794907396
"illness_past3days_fever_nDays_regroup","lombok","7",-1.54540729835656
"illness_past3days_fever_nDays_regroup","sumbawa","7",1.54540729835656
"illness_past24h_difficulty_compiled","lombok","≥ 1 respiratory illness",-5.40664945309544
"illness_past24h_difficulty_compiled","sumbawa","≥ 1 respiratory illness",5.40664945309544
"illness_past24h_difficulty_compiled","lombok","no",5.40664945309544
"illness_past24h_difficulty_compiled","sumbawa","no",-5.40664945309544
"vaccination_hibpentavalent_dc_n_regroup","lombok","1-3 mandatory",-3.76603346571459
"vaccination_hibpentavalent_dc_n_regroup","sumbawa","1-3 mandatory",3.76603346571459
"vaccination_hibpentavalent_dc_n_regroup","lombok","4 booster",3.76603346571459
"vaccination_hibpentavalent_dc_n_regroup","sumbawa","4 booster",-3.76603346571459
"vaccination_pcv13_dc_n_regroup","lombok","1-2 mandatory",-0.0108020934645554
"vaccination_pcv13_dc_n_regroup","sumbawa","1-2 mandatory",0.0108020934645538
"vaccination_pcv13_dc_n_regroup","lombok","3-4 booster",0.0108020934645554
"vaccination_pcv13_dc_n_regroup","sumbawa","3-4 booster",-0.0108020934645554
"final_pneumo_decision","lombok","negative",0.919175492663589
"final_pneumo_decision","sumbawa","negative",-0.919175492663589
"final_pneumo_decision","lombok","positive",-0.919175492663608
"final_pneumo_decision","sumbawa","positive",0.919175492663608
"workWGS_process_date","lombok","4/21/2025",1.62463920130456
"workWGS_process_date","sumbawa","4/21/2025",-1.62463920130456
"workWGS_process_date","lombok","45579",4.96810829605589
"workWGS_process_date","sumbawa","45579",-4.96810829605589
"workWGS_process_date","lombok","45580",4.96810829605589
"workWGS_process_date","sumbawa","45580",-4.96810829605589
"workWGS_process_date","lombok","45581",5.24966567483816
"workWGS_process_date","sumbawa","45581",-5.24966567483816
"workWGS_process_date","lombok","45582",7.61308822710342
"workWGS_process_date","sumbawa","45582",-7.61308822710342
"workWGS_process_date","lombok","45583",-0.869974965245942
"workWGS_process_date","sumbawa","45583",0.869974965245941
"workWGS_process_date","lombok","45586",4.02708399165948
"workWGS_process_date","sumbawa","45586",-4.02708399165948
"workWGS_process_date","lombok","45611",-2.23815188411954
"workWGS_process_date","sumbawa","45611",2.23815188411953
"workWGS_process_date","lombok","45622",-2.56563244832326
"workWGS_process_date","sumbawa","45622",2.56563244832326
"workWGS_process_date","lombok","45624",-2.89788519612324
"workWGS_process_date","sumbawa","45624",2.89788519612324
"workWGS_process_date","lombok","45664",-2.89788519612324
"workWGS_process_date","sumbawa","45664",2.89788519612324
"workWGS_process_date","lombok","45679",-4.72271043529103
"workWGS_process_date","sumbawa","45679",4.72271043529103
"workWGS_process_date","lombok","45699",-2.97713162614144
"workWGS_process_date","sumbawa","45699",2.97713162614144
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_003",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_003",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_009",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_009",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_010",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_010",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_011",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_011",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_012",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_012",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_013",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_013",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_014",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_014",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_019",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_019",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_023",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_023",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_025",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_025",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_026",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_026",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_027",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_027",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_028",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_028",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_035",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_035",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_040",0.919175492663589
"workWGS_no_isolat","sumbawa","Streptococcus_pneumoniae_LBK_040",-0.919175492663589
"workWGS_no_isolat","lombok","Streptococcus_pneumoniae_LBK_041",0.919175492663589
